stock,endDate,netIncomeApplicableToCommonShares,netIncomeFromContinuingOps,totalOtherIncomeExpenseNet,costOfRevenue,totalOperatingExpenses,totalRevenue,incomeTaxExpense,interestExpense,operatingIncome,ebit,grossProfit,sellingGeneralAdministrative,netIncome,incomeBeforeTax,researchDevelopment,minorityInterest,otherOperatingExpenses,discontinuedOperations
ILPT,2019-09-30,10922000.0,10922000.0,-14523000,8586000,35450000,60958000,63000,-14687000.0,25508000.0,25508000,52372000,4475000.0,10922000,10985000.0,,100516000.0,4821000.0,
ILPT,2019-06-30,13116000.0,13116000.0,-13656000,7495000,33258000,60090000,60000,-13924000.0,26832000.0,26832000,52595000,4856000.0,13116000,13176000.0,,100516000.0,4198000.0,
HSIC,2020-03-28,130261000.0,133847000.0,-6895000,1682832000,2250219000,2428871000,37910000,-7812000.0,178652000.0,178652000,746039000,567387000.0,130261000,171757000.0,,903341000.0,,-282000.0
HSIC,2019-12-28,329862000.0,337192000.0,184106000,1858343000,2473666000,2668941000,42189000,-9333000.0,195275000.0,195275000,810598000,615323000.0,329862000,379381000.0,,919351000.0,,-747000.0
HSIC,2019-09-28,140557000.0,143212000.0,-1220000,1747600000,2322371000,2508767000,41964000,-12373000.0,186396000.0,186396000,761167000,574771000.0,140557000,185176000.0,,913107000.0,,5641000.0
HSIC,2019-06-29,114532000.0,121417000.0,-16916000,1680396000,2273614000,2447827000,35880000,-12785000.0,174213000.0,174213000,767431000,593218000.0,114532000,157297000.0,,906651000.0,,-2221000.0
CBRE,2020-03-31,172195000.0,173530000.0,-47922000,4712674000,5616534000,5889168000,51182000,-16016000.0,272634000.0,272634000,1176494000,790066000.0,172195000,224712000.0,,40204000.0,,
CBRE,2019-12-31,637618000.0,639133000.0,19084000,5536453000,6599330000,7119407000,-99972000,-18116000.0,520077000.0,520077000,1582954000,947515000.0,637618000,539161000.0,,40419000.0,,
CBRE,2019-09-30,256599000.0,258053000.0,383000,4687336000,5603963000,5925101000,63468000,-21846000.0,321138000.0,321138000,1237765000,805067000.0,256599000,321521000.0,,47151000.0,,
CBRE,2019-06-30,223731000.0,223438000.0,-40185000,4445790000,5387929000,5714073000,62521000,-24600000.0,326144000.0,326144000,1268283000,835660000.0,223731000,285959000.0,,43893000.0,,
SPTN,2020-04-18,15017000.0,15402000.0,-22789000,2432889000,2818234000,2856456000,31000,-7638000.0,38222000.0,38222000,423567000,385345000.0,15402000,15433000.0,,,,
SPTN,2019-12-28,5275000.0,5473000.0,-9262000,1711220000,1983587000,1997953000,-369000,-6596000.0,14366000.0,14366000,286733000,272367000.0,5424000,5104000.0,,,,
SPTN,2019-10-05,-337000.0,-310000.0,-8820000,1709447000,1992954000,1999808000,-1656000,-7375000.0,6854000.0,6854000,290361000,283507000.0,-337000,-1966000.0,,,,
SPTN,2019-07-13,-6814000.0,-6767000.0,-23420000,1706922000,1982217000,1995929000,-2941000,-8696000.0,13712000.0,13712000,289007000,275295000.0,-6814000,-9708000.0,,,,
HBM,2020-03-31,-76134000.0,-76134000.0,-44143000,180657000,282414000,245105000,-5318000,-20756000.0,-37309000.0,-37309000,64448000,5103000.0,-76134000,-81452000.0,,,4527000.0,
HBM,2019-12-31,-1455000.0,-1455000.0,-52391000,204907000,314449000,324486000,-40899000,-19930000.0,10037000.0,10037000,119579000,5671000.0,-1455000,-42354000.0,,,70000.0,
HBM,2019-09-30,-274796000.0,-274796000.0,-358842000,178041000,280807000,291282000,-73571000,-16575000.0,10475000.0,10475000,113241000,5177000.0,-274796000,-348367000.0,,,7718000.0,
HBM,2019-06-30,-54145000.0,-54145000.0,-64673000,195077000,308672000,329414000,10214000,-16559000.0,20742000.0,20742000,134337000,10422000.0,-54145000,-43931000.0,,,4074000.0,
AR,2020-03-31,-338810000.0,-338810000.0,-711228000,380597000,488839000,751272000,-109985000,-53102000.0,262433000.0,262433000,370675000,383864000.0,-338810000,-448795000.0,,,-564729000.0,
AR,2019-12-31,-482196000.0,-482196000.0,-528182000,550802000,1022069000,960613000,-107442000,-54243000.0,-61456000.0,-61456000,409811000,224622000.0,-482196000,-589638000.0,,,8816000.0,
AR,2019-09-30,-878864000.0,-878864000.0,-173475000,539249000,1876109000,898093000,-272627000,-47754000.0,-978016000.0,-978016000,358844000,273541000.0,-878864000,-1151491000.0,,,-219861000.0,
AR,2019-06-30,42168000.0,42168000.0,-47134000,557656000,864686000,971237000,17249000,-54164000.0,106551000.0,106551000,413581000,260924000.0,42168000,59417000.0,,,-327509000.0,
VPG,2020-03-28,3312000.0,3292000.0,-264000,42116000,62566000,67696000,1574000,-461000.0,5130000.0,5130000,25580000,20450000.0,3312000,4866000.0,,347000.0,,
VPG,2019-12-31,3871000.0,3859000.0,-4022000,43721000,64115000,69142000,-2854000,-436000.0,5027000.0,5027000,25421000,20394000.0,3871000,1005000.0,,392000.0,,
VPG,2019-09-28,4509000.0,4530000.0,-167000,41631000,60845000,67421000,1879000,-324000.0,6576000.0,6576000,25790000,19214000.0,4509000,6409000.0,,112000.0,,
VPG,2019-06-29,5565000.0,5580000.0,-971000,42261000,62316000,70870000,2003000,-359000.0,8554000.0,8554000,28609000,20055000.0,5565000,7583000.0,,138000.0,,
NWLI,2020-03-31,-2062000.0,-2062000.0,0,35645000,55467000,52488000,-917000,,-2979000.0,-2979000,16843000,,-2062000,-2979000.0,,,26122000.0,
NWLI,2019-12-31,37733000.0,37733000.0,-1400000,160637000,187999000,236828000,9696000,,48829000.0,48829000,76191000,,37733000,47429000.0,,,25062000.0,
NWLI,2019-09-30,19989000.0,19989000.0,0,122361000,148174000,173166000,5003000,,24992000.0,24992000,50805000,,19989000,24992000.0,,,24313000.0,
NWLI,2019-06-30,33696000.0,33696000.0,1400000,125207000,150541000,191285000,8448000,,40744000.0,40744000,66078000,,33696000,42144000.0,,,25234000.0,
UNB,2020-03-31,2196000.0,2196000.0,0,0,7172000,9724000,356000,,2552000.0,0,9724000,5475000.0,2196000,2552000.0,,,1697000.0,
UNB,2019-12-31,2759000.0,2759000.0,131000,0,7135000,10219000,456000,,3084000.0,0,10219000,5930000.0,2759000,3215000.0,,,1205000.0,
UNB,2019-09-30,2738000.0,2738000.0,0,0,7001000,10216000,477000,,3215000.0,0,10216000,5168000.0,2738000,3215000.0,,,1833000.0,
UNB,2019-06-30,2530000.0,2530000.0,0,0,6807000,9824000,487000,,3017000.0,0,9824000,4947000.0,2530000,3017000.0,,,1860000.0,
CDAY,2020-03-31,8600000.0,8600000.0,-13900000,110500000,192000000,222700000,8200000,-6900000.0,30700000.0,30700000,112200000,71700000.0,8600000,16800000.0,,,,
CDAY,2019-12-31,-1500000.0,-1500000.0,-9400000,115900000,200800000,221800000,13100000,-7200000.0,21000000.0,21000000,105900000,75200000.0,-1500000,11600000.0,,,,
CDAY,2019-09-30,62700000.0,62700000.0,-23800000,104200000,181400000,202300000,-65600000,-7800000.0,20900000.0,20900000,98100000,68200000.0,62700000,-2900000.0,,,,
CDAY,2019-06-30,6300000.0,6300000.0,-11100000,98500000,176500000,196300000,2400000,-8500000.0,19800000.0,19800000,97800000,69000000.0,6300000,8700000.0,,,,
ANGI,2020-03-31,-8958000.0,-9184000.0,-1853000,33229000,359946000,343650000,-8965000,-2274000.0,-16296000.0,-16296000,310421000,284515000.0,-8958000,-18149000.0,17084000.0,33073000.0,,
ANGI,2019-12-31,-107000.0,-95000.0,-9858000,12368000,306351000,321508000,5394000,-2529000.0,15157000.0,15157000,309140000,251422000.0,-107000,5299000.0,16624000.0,35927000.0,,
ANGI,2019-09-30,17999000.0,18324000.0,-9502000,13232000,324632000,357358000,4900000,-3007000.0,32726000.0,32726000,344126000,270424000.0,17999000,23224000.0,15563000.0,31167000.0,,
ANGI,2019-06-30,6968000.0,7234000.0,-1916000,10675000,332493000,343896000,2253000,-2963000.0,11403000.0,11403000,333221000,284534000.0,6968000,9487000.0,14775000.0,32522000.0,,
MUR,2020-03-31,-416104000.0,-503840000.0,-942044000,181410000,253887000,600558000,-91533000,-41097000.0,346671000.0,346671000,419148000,130884000.0,-416104000,-595373000.0,,212154000.0,-377157000.0,-4862000.0
MUR,2019-12-31,-71724000.0,-91266000.0,-102798000,127692000,782059000,769555000,-24036000,-42080000.0,-12504000.0,-12504000,641863000,119141000.0,-71724000,-115302000.0,,337151000.0,193412000.0,36855000.0
MUR,2019-09-30,1089002000.0,158334000.0,-40548000,153480000,532673000,750337000,18782000,-44930000.0,217664000.0,217664000,596857000,123944000.0,1089002000,177116000.0,,349170000.0,-82671000.0,953368000.0
MUR,2019-06-30,92272000.0,98824000.0,-47858000,167266000,563443000,719240000,9115000,-55536000.0,155797000.0,155797000,551974000,131748000.0,92272000,107939000.0,,358531000.0,-16912000.0,24418000.0
MTX,2020-03-29,38600000.0,39600000.0,-9000000,310700000,359200000,417500000,9700000,-9600000.0,58300000.0,58300000,106800000,43400000.0,38600000,49300000.0,5100000.0,32200000.0,,
MTX,2019-12-31,29000000.0,29700000.0,-21100000,332500000,383600000,440200000,5800000,-12700000.0,56600000.0,56600000,107700000,45700000.0,29000000,35500000.0,5400000.0,31900000.0,,
MTX,2019-09-29,38000000.0,39100000.0,-16100000,338100000,391500000,449300000,2600000,-11000000.0,57800000.0,57800000,111200000,48200000.0,38000000,41700000.0,5200000.0,30900000.0,,
MTX,2019-06-30,26600000.0,27600000.0,-26000000,351800000,405100000,463800000,5100000,-10900000.0,58700000.0,58700000,112000000,48400000.0,26600000,32700000.0,4900000.0,30700000.0,,
WATT,2020-03-31,-8597736.0,-8597736.0,55939,39544,8715150,61475,0,,-8653675.0,-8653675,21931,4100303.0,-8597736,-8597736.0,4575303.0,,,
WATT,2019-12-31,-9391398.0,-9391398.0,72236,0,9509277,45643,0,,-9463634.0,-9463634,45643,3786218.0,-9391398,-9391398.0,5723059.0,,,
WATT,2019-09-30,-8184227.0,-8184227.0,117842,0,8342569,40500,0,,-8302069.0,-8302069,40500,3152513.0,-8184227,-8184227.0,5190056.0,,,
WATT,2019-06-30,-9803996.0,-9803996.0,142660,0,9994156,47500,0,,-9946656.0,-9946656,47500,4479139.0,-9803996,-9803996.0,5515017.0,,,
EPR,2020-03-31,31084000.0,37118000.0,-36403000,13093000,77454000,150224000,-751000,-34753000.0,72770000.0,72770000,137131000,10988000.0,37118000,36367000.0,,,9534000.0,
EPR,2019-12-31,30263000.0,50862000.0,-39610000,16097000,79499000,169441000,-530000,-36176000.0,89942000.0,89942000,153344000,10831000.0,36297000,50332000.0,,,10173000.0,
EPR,2019-09-30,27969000.0,34003000.0,-67950000,14663000,81000000,182353000,-600000,-36640000.0,101353000.0,101353000,167690000,11600000.0,34003000,33403000.0,,,9603000.0,
EPR,2019-06-30,60560000.0,66594000.0,-33544000,14771000,77027000,175865000,-1300000,-36278000.0,98838000.0,98838000,161094000,11810000.0,66594000,65294000.0,,,8091000.0,
GWPH,2020-03-31,-7965000.0,-7965000.0,965000,10769000,127826000,120633000,1737000,-284000.0,-7193000.0,-7193000,109864000,71183000.0,-7965000,-6228000.0,45874000.0,,,
GWPH,2019-12-31,-24946000.0,-24946000.0,-3537000,47568000,129184000,109076000,1301000,-282000.0,-20108000.0,-20108000,61508000,78351000.0,-24946000,-23645000.0,3265000.0,,,
GWPH,2019-09-30,-13757000.0,-13757000.0,3866000,8150000,108629000,90971000,-35000,-272000.0,-17658000.0,-17658000,82821000,64178000.0,-13757000,-13792000.0,36301000.0,,,
GWPH,2019-06-30,79748000.0,79748000.0,108185000,6620000,101360000,72038000,-885000,-268000.0,-29322000.0,-29322000,65418000,62273000.0,79748000,78863000.0,32467000.0,,,
THG,2020-03-31,-40000000.0,-38700000.0,-9400000,965100000,1100700000,1056200000,-15200000,-9400000.0,-44500000.0,-44500000,91100000,,-40000000,-53900000.0,,,135600000.0,-1300000.0
THG,2019-12-31,109800000.0,110200000.0,-9400000,976800000,1115100000,1257900000,23200000,-9400000.0,142800000.0,142800000,281100000,,109800000,133400000.0,,,138300000.0,-400000.0
THG,2019-09-30,118900000.0,111200000.0,-9400000,938100000,1075000000,1214700000,19100000,-9400000.0,139700000.0,139700000,276600000,,118900000,130300000.0,,,136900000.0,7700000.0
THG,2019-06-30,74000000.0,85000000.0,-9300000,948200000,1079500000,1198600000,24800000,-9300000.0,119100000.0,119100000,250400000,,74000000,109800000.0,,,131300000.0,-11000000.0
TTWO,2020-03-31,122722000.0,122722000.0,3134000,395640000,639041000,760541000,1912000,-2389000.0,121500000.0,121500000,364901000,162181000.0,122722000,124634000.0,68718000.0,,,
TTWO,2019-12-31,163642000.0,163642000.0,12189000,437093000,753542000,930129000,25134000,-82000.0,176587000.0,176587000,493036000,221599000.0,163642000,188776000.0,82520000.0,,,
TTWO,2019-09-30,71815000.0,71815000.0,7727000,468248000,782694000,857841000,11059000,-84000.0,75147000.0,75147000,389593000,226225000.0,71815000,82874000.0,76197000.0,,,
TTWO,2019-06-30,46280000.0,46280000.0,10039000,241469000,488343000,540459000,15875000,-82000.0,52116000.0,52116000,298990000,166654000.0,46280000,62155000.0,68963000.0,,,
TGEN,2020-03-31,-1202387.0,-1190579.0,-67939,5170533,9080118,7962700,5222,-59985.0,-1117418.0,-1117418,2792167,3545249.0,-1202387,-1185357.0,364336.0,73995.0,,
TGEN,2019-12-31,-485564.0,-476367.0,-37906,5449107,9150878,8711944,-473,-38304.0,-438934.0,-438934,3262837,3325119.0,-485564,-476840.0,376652.0,85257.0,,
TGEN,2019-09-30,-586249.0,-564388.0,-18324,5839236,9208660,8670477,7881,-18516.0,-538183.0,-538183,2831241,3003607.0,-586249,-556507.0,365817.0,112439.0,,
TGEN,2019-06-30,-357129.0,-347795.0,2742,4441481,8201978,7867396,15955,-17005.0,-334582.0,-334582,3425915,3387952.0,-357129,-331840.0,372545.0,111291.0,,
COHU,2020-03-28,-17276000.0,-17318000.0,-10639000,81234000,146592000,138921000,-992000,-4427000.0,-7671000.0,-7671000,57687000,33352000.0,-17276000,-18310000.0,22468000.0,,,42000.0
COHU,2019-12-28,-17266000.0,-16281000.0,-11425000,85528000,150110000,142011000,-3243000,-4767000.0,-8099000.0,-8099000,56483000,34144000.0,-17266000,-19524000.0,20823000.0,,,-1039000.0
COHU,2019-09-28,-10468000.0,-10480000.0,-3994000,84565000,148707000,143498000,1277000,-5000000.0,-5209000.0,-5209000,58933000,33690000.0,-10468000,-9203000.0,20483000.0,,,154000.0
COHU,2019-06-29,-19323000.0,-19383000.0,-12882000,88905000,157428000,150011000,-916000,-5282000.0,-7417000.0,-7417000,61106000,36428000.0,-19323000,-20299000.0,22108000.0,,,24000.0
CRUS,2020-03-28,10158000.0,10158000.0,-19557000,133056000,247385000,279291000,2191000,-259000.0,31906000.0,31906000,146235000,32464000.0,10158000,12349000.0,81865000.0,,,
CRUS,2019-12-28,68512000.0,68512000.0,1829000,177163000,301989000,374668000,5996000,-259000.0,72679000.0,72679000,197505000,36113000.0,68512000,74508000.0,88713000.0,,,
CRUS,2019-09-28,76210000.0,76210000.0,1682000,180979000,302236000,388912000,12148000,-280000.0,86676000.0,86676000,207933000,33018000.0,76210000,88358000.0,88239000.0,,,
CRUS,2019-06-29,4618000.0,4618000.0,1907000,115759000,234109000,238253000,1433000,-259000.0,4144000.0,4144000,122494000,29520000.0,4618000,6051000.0,88830000.0,,,
TLF,2019-03-31,868963.0,868963.0,-228303,8333847,19386263,20784652,301123,-32383.0,1398389.0,1398389,12450805,11052416.0,868963,1170086.0,,,,
TLF,2018-12-31,-628349.0,-628349.0,-1414489,11972449,23595028,24744403,363235,-81423.0,1149375.0,1149375,12771954,9822857.0,-628349,-265114.0,,,,
TLF,2018-09-30,-121534.0,-121534.0,-39864,7040266,18571655,18887099,397114,-80710.0,315444.0,315444,11846833,11531389.0,-121534,275580.0,,,,
TLF,2018-06-30,1440092.0,1440092.0,-31441,6059325,17196286,19177767,509948,-78182.0,1981481.0,1981481,13118442,11136961.0,1440092,1950040.0,,,,
ICUI,2020-03-31,16834000.0,16834000.0,-17983000,207192000,290243000,328607000,3547000,-196000.0,38364000.0,38364000,121415000,72305000.0,16834000,20381000.0,10746000.0,,,
ICUI,2019-12-31,20641000.0,20641000.0,-26283000,185083000,268319000,315523000,280000,-138000.0,47204000.0,47204000,130440000,70649000.0,20641000,20921000.0,12587000.0,,,
ICUI,2019-09-30,26563000.0,26563000.0,-7924000,188919000,266797000,307471000,6187000,-139000.0,40674000.0,40674000,118552000,65876000.0,26563000,32750000.0,12002000.0,,,
ICUI,2019-06-30,22833000.0,22833000.0,2760000,208413000,287436000,312282000,4773000,-139000.0,24846000.0,24846000,103869000,67824000.0,22833000,27606000.0,11199000.0,,,
CLSN,2020-03-31,-5056878.0,-5056878.0,-290923,3052049,4890955,125000,0,-339365.0,-4765955.0,-4765955,-2927049,1838906.0,-5056878,-5056878.0,,,,
CLSN,2019-12-31,-3102759.0,-3102759.0,-171567,3065337,4872666,125000,-1816474,-343603.0,-4747666.0,-4747666,-2940337,1807329.0,-3102759,-4919233.0,,,,
CLSN,2019-09-30,-5476807.0,-5476807.0,-89281,3674239,5512526,125000,0,-349602.0,-5387526.0,-5387526,-3549239,1838287.0,-5476807,-5476807.0,,,,
CLSN,2019-06-30,-5904515.0,-5904515.0,-334757,3558074,5694758,125000,0,-349448.0,-5569758.0,-5569758,-3433074,2136684.0,-5904515,-5904515.0,,,,
RESN,2020-03-31,-8005000.0,-8005000.0,53000,0,8601000,544000,1000,,-8057000.0,-8057000,544000,3348000.0,-8005000,-8004000.0,5253000.0,,,
RESN,2019-12-31,-7846000.0,-7846000.0,-11000,0,8294000,459000,0,,-7835000.0,-7835000,459000,3315000.0,-7846000,-7846000.0,4979000.0,,,
RESN,2019-09-30,-7447000.0,-7447000.0,35000,0,7561000,79000,0,,-7482000.0,-7482000,79000,3156000.0,-7447000,-7447000.0,4405000.0,,,
RESN,2019-06-30,-7498000.0,-7498000.0,66000,0,7627000,63000,0,,-7564000.0,-7564000,63000,3190000.0,-7498000,-7498000.0,4437000.0,,,
CLRO,2020-03-31,-1847000.0,-1847000.0,-274000,2695000,7284000,5734000,23000,-108000.0,-1550000.0,-1550000,3039000,3245000.0,-1847000,-1824000.0,1344000.0,,,
CLRO,2019-12-31,-1985000.0,-1985000.0,-379000,2958000,7940000,6325000,-9000,-108000.0,-1615000.0,-1615000,3367000,3529000.0,-1985000,-1994000.0,1453000.0,,,
CLRO,2019-09-30,-1976000.0,-1976000.0,-26000,3287000,7922000,5992000,20000,-108000.0,-1930000.0,-1930000,2705000,3207000.0,-1976000,-1956000.0,1428000.0,,,
CLRO,2019-06-30,-2098000.0,-2098000.0,-132000,3298000,8341000,6420000,45000,-108000.0,-1921000.0,-1921000,3122000,3736000.0,-2098000,-2053000.0,1307000.0,,,
PCRX,2020-03-31,8159000.0,8159000.0,-4829000,29732000,92298000,105684000,398000,-6022000.0,13386000.0,13386000,75952000,44780000.0,8159000,8557000.0,15819000.0,,,
PCRX,2019-12-31,-4888000.0,-4888000.0,-18219000,51556000,107746000,122424000,1347000,-5997000.0,14678000.0,14678000,70868000,54223000.0,-4888000,-3541000.0,15819000.0,,,
PCRX,2019-09-30,-6087000.0,-6087000.0,-15847000,42559000,94654000,104685000,271000,-5940000.0,10031000.0,10031000,62126000,50128000.0,-6087000,-5816000.0,15819000.0,,,
PCRX,2019-06-30,2730000.0,2730000.0,-7553000,43028000,93924000,102604000,-1603000,-5878000.0,8680000.0,8680000,59576000,49126000.0,2730000,1127000.0,15819000.0,,,
BOOM,2020-03-31,4088000.0,4155000.0,-1239000,49094000,66101000,73564000,2069000,-238000.0,7463000.0,7463000,24470000,16653000.0,4155000,6224000.0,,,,
BOOM,2019-12-31,-5649000.0,-5288000.0,-14380000,56146000,72534000,86367000,4741000,-385000.0,13833000.0,13833000,30221000,16033000.0,-5288000,-547000.0,,,,
BOOM,2019-09-30,6862000.0,6915000.0,-6745000,63240000,80745000,100094000,5689000,-387000.0,19349000.0,19349000,36854000,17111000.0,6915000,12604000.0,,,,
BOOM,2019-06-30,17106000.0,17244000.0,-390000,68881000,85977000,110954000,7343000,-409000.0,24977000.0,24977000,42073000,16699000.0,17244000,24587000.0,,,,
DLNG,2020-03-31,6967000.0,6967000.0,-8745000,8475000,18759000,34471000,0,-8760000.0,15712000.0,15712000,25996000,2378000.0,6967000,6967000.0,,-24000.0,,
DLNG,2019-12-31,-6034000.0,5529000.0,-10424000,7840000,18364000,34317000,0,-11436000.0,15953000.0,15953000,26477000,2532000.0,5529000,5529000.0,,-28000.0,,
DLNG,2019-09-30,-4740000.0,-4740000.0,-20801000,8272000,18303000,34364000,0,-20851000.0,16061000.0,16061000,26092000,2385000.0,-4740000,-4740000.0,,-31000.0,,
DLNG,2019-06-30,932000.0,932000.0,-12589000,7465000,17296000,30817000,0,-12542000.0,13521000.0,13521000,23352000,2269000.0,932000,932000.0,,-23000.0,,
LPI,2020-03-31,235095000.0,235095000.0,-65051000,125295000,-97571000,204992000,2417000,-24970000.0,302563000.0,302563000,79697000,12562000.0,235095000,237512000.0,,,-296730000.0,
LPI,2019-12-31,-241721000.0,-241721000.0,-238257000,83611000,223362000,218122000,-1776000,-15979000.0,-5240000.0,-5240000,134511000,13302000.0,-241721000,-243497000.0,,,58603000.0,
LPI,2019-09-30,-264629000.0,-264629000.0,-417196000,61197000,43469000,193569000,-2467000,-15191000.0,150100000.0,150100000,132372000,8852000.0,-264629000,-267096000.0,,,-95679000.0,
LPI,2019-06-30,173382000.0,173382000.0,23914000,70630000,65424000,216643000,1751000,-15765000.0,151219000.0,151219000,146013000,11056000.0,173382000,175133000.0,,,-81965000.0,
DNI,2019-12-31,9770292.0,9770292.0,9132903,0,671700,1309089,0,-143473.0,637389.0,637389,1309089,671700.0,9770292,9770292.0,,,,
DNI,2019-09-30,9770292.0,9770292.0,9132903,0,671700,1309089,0,-143473.0,637389.0,637389,1309089,671700.0,9770292,9770292.0,,,,
DNI,2019-06-30,16575091.0,16575091.0,15798962,0,692210,1468339,0,-270928.0,776129.0,776129,1468339,692210.0,16575091,16575091.0,,,,
DNI,2019-03-31,16575091.0,16575091.0,15798962,0,692210,1468339,0,-270928.0,776129.0,776129,1468339,692210.0,16575091,16575091.0,,,,
ROL,2020-03-31,43268000.0,43268000.0,-1890000,251152000,430611000,487901000,12132000,-2165000.0,57290000.0,57290000,236749000,157862000.0,43268000,55400000.0,,,,
